Ticket_ID,Sale_Date,Source_Station,Destination_Station,Passenger_Age,Coach_Type,Ticket_Price,Payment_Mode,Route,Year,Month,Day,Weekday,Is_Weekend,DayOfWeek,IsWeekend,AgeGroup,Demand_Label
43,2023-01-06,Jaipur,MAS,77,AC,1972,UPI,Jaipur-MAS,2023,1,6,Friday,0,4,0,Senior,Low
44,2023-01-06,MAS,Delhi,10,General,220,Card,MAS-Delhi,2023,1,6,Friday,0,4,0,Child,High
45,2023-01-06,NDLS,MAS,10,Sleeper,1093,Card,NDLS-MAS,2023,1,6,Friday,0,4,0,Child,Medium
46,2023-01-06,HWH,MAS,41,Sleeper,681,Cash,HWH-MAS,2023,1,6,Friday,0,4,0,Adult,Low
47,2023-01-06,Gorakhpur,Mumbai,61,Sleeper,1121,Card,Gorakhpur-Mumbai,2023,1,6,Friday,0,4,0,Senior,Low
48,2023-01-06,Gorakhpur,MAS,57,Sleeper,611,NetBanking,Gorakhpur-MAS,2023,1,6,Friday,0,4,0,Senior,High
49,2023-01-06,HWH,Delhi,50,Sleeper,862,NetBanking,HWH-Delhi,2023,1,6,Friday,0,4,0,Adult,Medium
50,2023-01-07,NDLS,Mumbai,8,AC,2156,NetBanking,NDLS-Mumbai,2023,1,7,Saturday,1,5,1,Child,High
51,2023-01-07,Jaipur,HWH,38,General,391,NetBanking,Jaipur-HWH,2023,1,7,Saturday,1,5,1,Adult,High
52,2023-01-07,Mumbai,Gorakhpur,70,General,449,Cash,Mumbai-Gorakhpur,2023,1,7,Saturday,1,5,1,Senior,Low
53,2023-01-07,Delhi,Gorakhpur,67,General,313,NetBanking,Delhi-Gorakhpur,2023,1,7,Saturday,1,5,1,Senior,High
54,2023-01-07,Gorakhpur,NDLS,65,General,225,Cash,Gorakhpur-NDLS,2023,1,7,Saturday,1,5,1,Senior,Low
55,2023-01-07,NDLS,BCT,46,Sleeper,1098,NetBanking,NDLS-BCT,2023,1,7,Saturday,1,5,1,Adult,Low
56,2023-01-07,NDLS,SBC,68,General,232,UPI,NDLS-SBC,2023,1,7,Saturday,1,5,1,Senior,High
57,2023-01-07,MAS,Chennai,21,AC,1561,Card,MAS-Chennai,2023,1,7,Saturday,1,5,1,Young,High
58,2023-01-08,Gorakhpur,Delhi,65,AC,1728,Card,Gorakhpur-Delhi,2023,1,8,Sunday,1,6,1,Senior,Medium
59,2023-01-08,Chennai,Gorakhpur,34,AC,2314,UPI,Chennai-Gorakhpur,2023,1,8,Sunday,1,6,1,Young,Medium
60,2023-01-08,Jaipur,HWH,47,Sleeper,634,NetBanking,Jaipur-HWH,2023,1,8,Sunday,1,6,1,Adult,High
61,2023-01-08,Mumbai,Delhi,11,Sleeper,1055,NetBanking,Mumbai-Delhi,2023,1,8,Sunday,1,6,1,Child,Medium
62,2023-01-08,NDLS,Mumbai,77,Sleeper,1187,NetBanking,NDLS-Mumbai,2023,1,8,Sunday,1,6,1,Senior,High
63,2023-01-08,MAS,HWH,50,General,448,Card,MAS-HWH,2023,1,8,Sunday,1,6,1,Adult,Medium
64,2023-01-08,MAS,Delhi,27,Sleeper,1194,Card,MAS-Delhi,2023,1,8,Sunday,1,6,1,Young,High
65,2023-01-08,HWH,Gorakhpur,40,Sleeper,624,UPI,HWH-Gorakhpur,2023,1,8,Sunday,1,6,1,Adult,Medium
66,2023-01-09,Gorakhpur,SBC,18,Sleeper,1168,UPI,Gorakhpur-SBC,2023,1,9,Monday,0,0,0,Child,High
67,2023-01-09,NDLS,Jaipur,24,AC,1531,NetBanking,NDLS-Jaipur,2023,1,9,Monday,0,0,0,Young,Low
68,2023-01-09,Mumbai,Chennai,60,General,211,UPI,Mumbai-Chennai,2023,1,9,Monday,0,0,0,Senior,High
69,2023-01-09,Chennai,Chennai,36,AC,1818,UPI,Chennai-Chennai,2023,1,9,Monday,0,0,0,Adult,Medium
70,2023-01-09,BCT,Delhi,29,General,291,Card,BCT-Delhi,2023,1,9,Monday,0,0,0,Young,Medium
71,2023-01-09,BCT,Gorakhpur,53,General,200,UPI,BCT-Gorakhpur,2023,1,9,Monday,0,0,0,Senior,Medium
72,2023-01-09,Chennai,HWH,61,AC,1934,UPI,Chennai-HWH,2023,1,9,Monday,0,0,0,Senior,Medium
73,2023-01-09,NDLS,Gorakhpur,31,AC,2337,Card,NDLS-Gorakhpur,2023,1,9,Monday,0,0,0,Young,Medium
74,2023-01-10,Gorakhpur,Gorakhpur,31,General,335,UPI,Gorakhpur-Gorakhpur,2023,1,10,Tuesday,0,1,0,Young,Medium
75,2023-01-10,Mumbai,MAS,50,General,395,UPI,Mumbai-MAS,2023,1,10,Tuesday,0,1,0,Adult,High
76,2023-01-10,HWH,Jaipur,49,General,332,Cash,HWH-Jaipur,2023,1,10,Tuesday,0,1,0,Adult,High
77,2023-01-10,Gorakhpur,MAS,30,General,285,Card,Gorakhpur-MAS,2023,1,10,Tuesday,0,1,0,Young,High
78,2023-01-10,Delhi,HWH,18,AC,1975,NetBanking,Delhi-HWH,2023,1,10,Tuesday,0,1,0,Child,Low
79,2023-01-10,Gorakhpur,Jaipur,52,Sleeper,923,UPI,Gorakhpur-Jaipur,2023,1,10,Tuesday,0,1,0,Senior,High
80,2023-01-10,Gorakhpur,Gorakhpur,19,AC,1679,Cash,Gorakhpur-Gorakhpur,2023,1,10,Tuesday,0,1,0,Young,Medium
81,2023-01-10,Jaipur,SBC,55,General,203,NetBanking,Jaipur-SBC,2023,1,10,Tuesday,0,1,0,Senior,High
82,2023-01-11,NDLS,HWH,58,Sleeper,774,Card,NDLS-HWH,2023,1,11,Wednesday,0,2,0,Senior,Medium
83,2023-01-11,HWH,Delhi,15,Sleeper,620,UPI,HWH-Delhi,2023,1,11,Wednesday,0,2,0,Child,Medium
84,2023-01-11,Jaipur,Delhi,79,AC,2496,UPI,Jaipur-Delhi,2023,1,11,Wednesday,0,2,0,Senior,Low
85,2023-01-11,NDLS,Delhi,32,Sleeper,704,Cash,NDLS-Delhi,2023,1,11,Wednesday,0,2,0,Young,Low
86,2023-01-11,SBC,BCT,59,Sleeper,1177,Card,SBC-BCT,2023,1,11,Wednesday,0,2,0,Senior,Low
87,2023-01-11,HWH,Jaipur,73,General,462,UPI,HWH-Jaipur,2023,1,11,Wednesday,0,2,0,Senior,High
88,2023-01-11,NDLS,Gorakhpur,76,Sleeper,648,Cash,NDLS-Gorakhpur,2023,1,11,Wednesday,0,2,0,Senior,Medium
89,2023-01-11,BCT,Gorakhpur,30,General,215,Card,BCT-Gorakhpur,2023,1,11,Wednesday,0,2,0,Young,Medium
90,2023-01-12,Jaipur,Jaipur,74,Sleeper,744,Card,Jaipur-Jaipur,2023,1,12,Thursday,0,3,0,Senior,Medium
91,2023-01-12,SBC,MAS,36,AC,1839,Cash,SBC-MAS,2023,1,12,Thursday,0,3,0,Adult,Medium
92,2023-01-12,HWH,Delhi,52,General,449,Cash,HWH-Delhi,2023,1,12,Thursday,0,3,0,Senior,Medium
93,2023-01-12,Delhi,MAS,16,General,274,NetBanking,Delhi-MAS,2023,1,12,Thursday,0,3,0,Child,Low
94,2023-01-12,Mumbai,MAS,74,Sleeper,1177,Cash,Mumbai-MAS,2023,1,12,Thursday,0,3,0,Senior,High
95,2023-01-12,Delhi,Delhi,65,General,324,Cash,Delhi-Delhi,2023,1,12,Thursday,0,3,0,Senior,High
96,2023-01-12,BCT,Mumbai,38,Sleeper,918,Cash,BCT-Mumbai,2023,1,12,Thursday,0,3,0,Adult,Low
97,2023-01-12,BCT,Gorakhpur,49,Sleeper,686,Card,BCT-Gorakhpur,2023,1,12,Thursday,0,3,0,Adult,Medium
98,2023-01-13,Chennai,BCT,64,Sleeper,1152,Card,Chennai-BCT,2023,1,13,Friday,0,4,0,Senior,Low
99,2023-01-13,Chennai,Delhi,69,AC,2481,UPI,Chennai-Delhi,2023,1,13,Friday,0,4,0,Senior,Medium
100,2023-01-13,Delhi,SBC,75,AC,2197,Cash,Delhi-SBC,2023,1,13,Friday,0,4,0,Senior,High
101,2023-01-13,Jaipur,Delhi,17,AC,2365,UPI,Jaipur-Delhi,2023,1,13,Friday,0,4,0,Child,Low
102,2023-01-13,Gorakhpur,Chennai,52,Sleeper,641,Card,Gorakhpur-Chennai,2023,1,13,Friday,0,4,0,Senior,Low
103,2023-01-13,NDLS,Chennai,53,Sleeper,692,UPI,NDLS-Chennai,2023,1,13,Friday,0,4,0,Senior,Medium
104,2023-01-13,Mumbai,HWH,62,Sleeper,1106,NetBanking,Mumbai-HWH,2023,1,13,Friday,0,4,0,Senior,Low
105,2023-01-13,SBC,Mumbai,77,General,216,NetBanking,SBC-Mumbai,2023,1,13,Friday,0,4,0,Senior,High
106,2023-01-14,Mumbai,Delhi,74,Sleeper,864,UPI,Mumbai-Delhi,2023,1,14,Saturday,1,5,1,Senior,Medium
107,2023-01-14,BCT,Gorakhpur,65,Sleeper,891,NetBanking,BCT-Gorakhpur,2023,1,14,Saturday,1,5,1,Senior,Medium
108,2023-01-14,Chennai,Mumbai,30,General,491,Card,Chennai-Mumbai,2023,1,14,Saturday,1,5,1,Young,High
109,2023-01-14,Gorakhpur,Gorakhpur,43,Sleeper,1159,Card,Gorakhpur-Gorakhpur,2023,1,14,Saturday,1,5,1,Adult,Medium
110,2023-01-14,MAS,Jaipur,62,AC,2318,Cash,MAS-Jaipur,2023,1,14,Saturday,1,5,1,Senior,Medium
111,2023-01-14,HWH,Mumbai,31,Sleeper,696,NetBanking,HWH-Mumbai,2023,1,14,Saturday,1,5,1,Young,Medium
112,2023-01-14,MAS,NDLS,44,AC,2386,UPI,MAS-NDLS,2023,1,14,Saturday,1,5,1,Adult,Low
113,2023-01-14,MAS,NDLS,35,General,294,Cash,MAS-NDLS,2023,1,14,Saturday,1,5,1,Young,Low
114,2023-01-15,Jaipur,HWH,7,General,273,Card,Jaipur-HWH,2023,1,15,Sunday,1,6,1,Child,High
115,2023-01-15,Jaipur,Mumbai,19,Sleeper,935,NetBanking,Jaipur-Mumbai,2023,1,15,Sunday,1,6,1,Young,Medium
116,2023-01-15,Chennai,NDLS,58,General,267,NetBanking,Chennai-NDLS,2023,1,15,Sunday,1,6,1,Senior,Medium
117,2023-01-15,MAS,NDLS,74,General,445,Card,MAS-NDLS,2023,1,15,Sunday,1,6,1,Senior,Low
118,2023-01-15,SBC,SBC,15,AC,2417,Card,SBC-SBC,2023,1,15,Sunday,1,6,1,Child,Low
119,2023-01-15,BCT,Chennai,34,General,276,UPI,BCT-Chennai,2023,1,15,Sunday,1,6,1,Young,Medium
120,2023-01-15,MAS,BCT,39,Sleeper,807,Card,MAS-BCT,2023,1,15,Sunday,1,6,1,Adult,Medium
121,2023-01-15,Gorakhpur,MAS,47,General,453,Card,Gorakhpur-MAS,2023,1,15,Sunday,1,6,1,Adult,High
122,2023-01-16,HWH,Delhi,65,General,420,Card,HWH-Delhi,2023,1,16,Monday,0,0,0,Senior,Medium
123,2023-01-16,NDLS,NDLS,44,Sleeper,861,NetBanking,NDLS-NDLS,2023,1,16,Monday,0,0,0,Adult,Low
124,2023-01-16,Chennai,MAS,46,AC,1909,NetBanking,Chennai-MAS,2023,1,16,Monday,0,0,0,Adult,Medium
125,2023-01-16,Chennai,MAS,46,Sleeper,930,Cash,Chennai-MAS,2023,1,16,Monday,0,0,0,Adult,Medium
126,2023-01-16,Delhi,Mumbai,7,Sleeper,943,UPI,Delhi-Mumbai,2023,1,16,Monday,0,0,0,Child,Low
127,2023-01-16,Gorakhpur,Mumbai,25,General,458,UPI,Gorakhpur-Mumbai,2023,1,16,Monday,0,0,0,Young,Low
128,2023-01-16,Jaipur,Delhi,77,General,273,UPI,Jaipur-Delhi,2023,1,16,Monday,0,0,0,Senior,Low
129,2023-01-16,BCT,Chennai,57,AC,2136,Cash,BCT-Chennai,2023,1,16,Monday,0,0,0,Senior,Medium
130,2023-01-17,SBC,Jaipur,48,Sleeper,853,Cash,SBC-Jaipur,2023,1,17,Tuesday,0,1,0,Adult,High
131,2023-01-17,Gorakhpur,MAS,50,Sleeper,931,Cash,Gorakhpur-MAS,2023,1,17,Tuesday,0,1,0,Adult,High
132,2023-01-17,Mumbai,Jaipur,41,Sleeper,997,UPI,Mumbai-Jaipur,2023,1,17,Tuesday,0,1,0,Adult,Low
133,2023-01-17,NDLS,Chennai,42,AC,1844,NetBanking,NDLS-Chennai,2023,1,17,Tuesday,0,1,0,Adult,Medium
134,2023-01-17,HWH,HWH,42,Sleeper,1183,NetBanking,HWH-HWH,2023,1,17,Tuesday,0,1,0,Adult,High
135,2023-01-17,Delhi,BCT,15,General,434,NetBanking,Delhi-BCT,2023,1,17,Tuesday,0,1,0,Child,Low
136,2023-01-17,Gorakhpur,Delhi,49,Sleeper,1054,NetBanking,Gorakhpur-Delhi,2023,1,17,Tuesday,0,1,0,Adult,Medium
137,2023-01-17,Delhi,SBC,68,Sleeper,714,Card,Delhi-SBC,2023,1,17,Tuesday,0,1,0,Senior,High
138,2023-01-18,NDLS,Chennai,48,General,427,NetBanking,NDLS-Chennai,2023,1,18,Wednesday,0,2,0,Adult,Medium
139,2023-01-18,MAS,NDLS,66,Sleeper,844,Cash,MAS-NDLS,2023,1,18,Wednesday,0,2,0,Senior,Low
140,2023-01-18,Delhi,Jaipur,65,General,213,UPI,Delhi-Jaipur,2023,1,18,Wednesday,0,2,0,Senior,Medium
141,2023-01-18,Chennai,HWH,16,General,215,Cash,Chennai-HWH,2023,1,18,Wednesday,0,2,0,Child,Medium
142,2023-01-18,Jaipur,Gorakhpur,13,Sleeper,1026,Card,Jaipur-Gorakhpur,2023,1,18,Wednesday,0,2,0,Child,Medium
143,2023-01-18,MAS,Jaipur,71,Sleeper,641,NetBanking,MAS-Jaipur,2023,1,18,Wednesday,0,2,0,Senior,Medium
144,2023-01-18,Gorakhpur,MAS,78,Sleeper,1064,NetBanking,Gorakhpur-MAS,2023,1,18,Wednesday,0,2,0,Senior,High
145,2023-01-18,HWH,Jaipur,6,Sleeper,877,NetBanking,HWH-Jaipur,2023,1,18,Wednesday,0,2,0,Child,High
146,2023-01-19,Chennai,SBC,12,AC,2335,Card,Chennai-SBC,2023,1,19,Thursday,0,3,0,Child,High
147,2023-01-19,NDLS,Chennai,47,Sleeper,618,NetBanking,NDLS-Chennai,2023,1,19,Thursday,0,3,0,Adult,Medium
148,2023-01-19,MAS,NDLS,22,Sleeper,665,UPI,MAS-NDLS,2023,1,19,Thursday,0,3,0,Young,Low
149,2023-01-19,Chennai,NDLS,56,AC,1666,Cash,Chennai-NDLS,2023,1,19,Thursday,0,3,0,Senior,Medium
150,2023-01-19,Jaipur,Gorakhpur,43,Sleeper,1184,UPI,Jaipur-Gorakhpur,2023,1,19,Thursday,0,3,0,Adult,Medium
151,2023-01-19,MAS,Mumbai,35,General,311,UPI,MAS-Mumbai,2023,1,19,Thursday,0,3,0,Young,High
152,2023-01-19,BCT,MAS,18,Sleeper,873,Cash,BCT-MAS,2023,1,19,Thursday,0,3,0,Child,Medium
153,2023-01-19,BCT,Chennai,68,AC,1906,UPI,BCT-Chennai,2023,1,19,Thursday,0,3,0,Senior,Medium
154,2023-01-20,MAS,Jaipur,48,Sleeper,972,UPI,MAS-Jaipur,2023,1,20,Friday,0,4,0,Adult,Medium
155,2023-01-20,MAS,Gorakhpur,64,General,284,Cash,MAS-Gorakhpur,2023,1,20,Friday,0,4,0,Senior,Medium
156,2023-01-20,BCT,BCT,6,Sleeper,638,UPI,BCT-BCT,2023,1,20,Friday,0,4,0,Child,Medium
157,2023-01-20,Gorakhpur,SBC,36,Sleeper,704,UPI,Gorakhpur-SBC,2023,1,20,Friday,0,4,0,Adult,High
158,2023-01-20,Delhi,Mumbai,40,General,480,UPI,Delhi-Mumbai,2023,1,20,Friday,0,4,0,Adult,Low
159,2023-01-20,HWH,Mumbai,59,Sleeper,1013,Cash,HWH-Mumbai,2023,1,20,Friday,0,4,0,Senior,Medium
160,2023-01-20,Chennai,HWH,67,General,322,UPI,Chennai-HWH,2023,1,20,Friday,0,4,0,Senior,Medium
161,2023-01-20,Chennai,HWH,73,Sleeper,660,NetBanking,Chennai-HWH,2023,1,20,Friday,0,4,0,Senior,Medium
162,2023-01-21,NDLS,BCT,44,Sleeper,906,Card,NDLS-BCT,2023,1,21,Saturday,1,5,1,Adult,Low
163,2023-01-21,HWH,Gorakhpur,28,Sleeper,953,UPI,HWH-Gorakhpur,2023,1,21,Saturday,1,5,1,Young,Medium
164,2023-01-21,SBC,Delhi,62,Sleeper,992,UPI,SBC-Delhi,2023,1,21,Saturday,1,5,1,Senior,High
165,2023-01-21,BCT,SBC,32,AC,1703,Cash,BCT-SBC,2023,1,21,Saturday,1,5,1,Young,High
166,2023-01-21,SBC,Gorakhpur,66,General,457,Card,SBC-Gorakhpur,2023,1,21,Saturday,1,5,1,Senior,High
167,2023-01-21,Jaipur,MAS,29,Sleeper,1085,UPI,Jaipur-MAS,2023,1,21,Saturday,1,5,1,Young,Low
168,2023-01-21,HWH,SBC,11,AC,2016,UPI,HWH-SBC,2023,1,21,Saturday,1,5,1,Child,High
169,2023-01-21,Mumbai,Mumbai,42,AC,1945,Card,Mumbai-Mumbai,2023,1,21,Saturday,1,5,1,Adult,High
170,2023-01-22,NDLS,Mumbai,75,Sleeper,779,Card,NDLS-Mumbai,2023,1,22,Sunday,1,6,1,Senior,High
171,2023-01-22,MAS,MAS,49,Sleeper,941,UPI,MAS-MAS,2023,1,22,Sunday,1,6,1,Adult,High
172,2023-01-22,Jaipur,Delhi,36,AC,1632,UPI,Jaipur-Delhi,2023,1,22,Sunday,1,6,1,Adult,Low
173,2023-01-22,Delhi,BCT,36,Sleeper,1042,Cash,Delhi-BCT,2023,1,22,Sunday,1,6,1,Adult,Low
174,2023-01-22,Mumbai,HWH,5,Sleeper,852,Card,Mumbai-HWH,2023,1,22,Sunday,1,6,1,Child,Low
175,2023-01-22,HWH,Mumbai,78,Sleeper,864,UPI,HWH-Mumbai,2023,1,22,Sunday,1,6,1,Senior,Medium
176,2023-01-22,HWH,Delhi,49,AC,1592,UPI,HWH-Delhi,2023,1,22,Sunday,1,6,1,Adult,Medium
177,2023-01-22,SBC,Chennai,68,Sleeper,1010,Card,SBC-Chennai,2023,1,22,Sunday,1,6,1,Senior,Low
178,2023-01-23,Gorakhpur,SBC,72,Sleeper,737,UPI,Gorakhpur-SBC,2023,1,23,Monday,0,0,0,Senior,High
179,2023-01-23,SBC,BCT,11,General,407,UPI,SBC-BCT,2023,1,23,Monday,0,0,0,Child,Low
180,2023-01-23,Chennai,Gorakhpur,42,AC,2136,NetBanking,Chennai-Gorakhpur,2023,1,23,Monday,0,0,0,Adult,Medium
181,2023-01-23,SBC,Delhi,74,Sleeper,1172,Card,SBC-Delhi,2023,1,23,Monday,0,0,0,Senior,High
182,2023-01-23,Gorakhpur,BCT,57,AC,1806,Card,Gorakhpur-BCT,2023,1,23,Monday,0,0,0,Senior,High
183,2023-01-23,Delhi,Delhi,79,General,465,NetBanking,Delhi-Delhi,2023,1,23,Monday,0,0,0,Senior,High
184,2023-01-23,Jaipur,Chennai,77,General,333,Cash,Jaipur-Chennai,2023,1,23,Monday,0,0,0,Senior,Low
185,2023-01-23,BCT,NDLS,34,Sleeper,917,UPI,BCT-NDLS,2023,1,23,Monday,0,0,0,Young,Medium
186,2023-01-24,HWH,MAS,26,Sleeper,712,UPI,HWH-MAS,2023,1,24,Tuesday,0,1,0,Young,Low
187,2023-01-24,MAS,NDLS,62,General,390,UPI,MAS-NDLS,2023,1,24,Tuesday,0,1,0,Senior,Low
188,2023-01-24,SBC,BCT,77,Sleeper,1039,Cash,SBC-BCT,2023,1,24,Tuesday,0,1,0,Senior,Low
189,2023-01-24,Mumbai,NDLS,59,Sleeper,786,NetBanking,Mumbai-NDLS,2023,1,24,Tuesday,0,1,0,Senior,Low
190,2023-01-24,Delhi,Delhi,50,Sleeper,966,UPI,Delhi-Delhi,2023,1,24,Tuesday,0,1,0,Adult,High
191,2023-01-24,NDLS,Delhi,30,AC,1588,UPI,NDLS-Delhi,2023,1,24,Tuesday,0,1,0,Young,Low
192,2023-01-24,HWH,NDLS,68,General,386,NetBanking,HWH-NDLS,2023,1,24,Tuesday,0,1,0,Senior,Medium
193,2023-01-24,Gorakhpur,MAS,13,General,331,UPI,Gorakhpur-MAS,2023,1,24,Tuesday,0,1,0,Child,High
194,2023-01-25,Chennai,MAS,19,Sleeper,1159,NetBanking,Chennai-MAS,2023,1,25,Wednesday,0,2,0,Young,Medium
195,2023-01-25,Gorakhpur,Chennai,23,Sleeper,975,Cash,Gorakhpur-Chennai,2023,1,25,Wednesday,0,2,0,Young,Low
196,2023-01-25,SBC,Delhi,20,Sleeper,698,UPI,SBC-Delhi,2023,1,25,Wednesday,0,2,0,Young,High
197,2023-01-25,Jaipur,BCT,29,General,233,UPI,Jaipur-BCT,2023,1,25,Wednesday,0,2,0,Young,Medium
198,2023-01-25,Chennai,SBC,55,General,269,UPI,Chennai-SBC,2023,1,25,Wednesday,0,2,0,Senior,High
199,2023-01-25,Mumbai,MAS,50,General,370,UPI,Mumbai-MAS,2023,1,25,Wednesday,0,2,0,Adult,High
200,2023-01-25,Gorakhpur,Jaipur,11,General,471,NetBanking,Gorakhpur-Jaipur,2023,1,25,Wednesday,0,2,0,Child,High
201,2023-01-25,Mumbai,MAS,38,Sleeper,658,UPI,Mumbai-MAS,2023,1,25,Wednesday,0,2,0,Adult,High
202,2023-01-26,NDLS,Chennai,62,AC,1680,Card,NDLS-Chennai,2023,1,26,Thursday,0,3,0,Senior,Medium
203,2023-01-26,Mumbai,SBC,27,AC,1518,Card,Mumbai-SBC,2023,1,26,Thursday,0,3,0,Young,Low
204,2023-01-26,HWH,HWH,27,General,425,Cash,HWH-HWH,2023,1,26,Thursday,0,3,0,Young,High
